stressTest_6.dasm (line 1):     [0x0000] 5E35 1000 1000  IFA [0x1000+B], [0x1000+J]
stressTest_6.dasm (line 6198):  [0x33F3] 4ED7 0010 0010  IFU [I+0x10], [X+0x10]
stressTest_6.dasm (line 6199):  [0x33F6] 4EF7 1000 1000  IFU [J+0x1000], [X+0x1000]
stressTest_6.dasm (line 6200):  [0x33F9] 4EF7 0010 0010  IFU [J+0x10], [X+0x10]
stressTest_6.dasm (line 6201):  [0x33FC] 4F17 1000       IFU PUSH, [X+0x1000]
stressTest_6.dasm (line 6202):  [0x33FE] 4F17 0010       IFU PUSH, [X+0x10]
stressTest_6.dasm (line 6203):  [0x3400] 4F37 1000       IFU [SP], [X+0x1000]
stressTest_6.dasm (line 6204):  [0x3402] 4F37 0010       IFU [SP], [X+0x10]
stressTest_6.dasm (line 6205):  [0x3404] 4F57 1000 1000  IFU [SP+0x1000], [X+0x1000]
stressTest_6.dasm (line 6206):  [0x3407] 4F57 0010 0010  IFU [SP+0x10], [X+0x10]
stressTest_6.dasm (line 6207):  [0x340A] 4F57 1000 1000  IFU PICK 0x1000, [X+0x1000]
stressTest_6.dasm (line 6208):  [0x340D] 4F57 0010 0010  IFU PICK 0x10, [X+0x10]
stressTest_6.dasm (line 6209):  [0x3410] 4F77 1000       IFU SP, [X+0x1000]
stressTest_6.dasm (line 6210):  [0x3412] 4F77 0010       IFU SP, [X+0x10]
stressTest_6.dasm (line 6211):  [0x3414] 4F97 1000       IFU PC, [X+0x1000]
stressTest_6.dasm (line 6212):  [0x3416] 4F97 0010       IFU PC, [X+0x10]
stressTest_6.dasm (line 6213):  [0x3418] 4FB7 1000       IFU EX, [X+0x1000]
stressTest_6.dasm (line 6214):  [0x341A] 4FB7 0010       IFU EX, [X+0x10]
stressTest_6.dasm (line 6215):  [0x341C] 4FD7 1000 1000  IFU [0x1000], [X+0x1000]
stressTest_6.dasm (line 6216):  [0x341F] 4FD7 0010 0010  IFU [0x10], [X+0x10]
stressTest_6.dasm (line 6217):  [0x3422] 4FF7 1000 1000  IFU 0x1000, [X+0x1000]
stressTest_6.dasm (line 6218):  [0x3425] 4FF7 0010 0010  IFU 0x10, [X+0x10]
stressTest_6.dasm (line 6219):  [0x3428] 5017 1000       IFU A, [Y+0x1000]
stressTest_6.dasm (line 6220):  [0x342A] 5017 0010       IFU A, [Y+0x10]
stressTest_6.dasm (line 6221):  [0x342C] 5037 1000       IFU B, [Y+0x1000]
stressTest_6.dasm (line 6222):  [0x342E] 5037 0010       IFU B, [Y+0x10]
stressTest_6.dasm (line 6223):  [0x3430] 5057 1000       IFU C, [Y+0x1000]
stressTest_6.dasm (line 6224):  [0x3432] 5057 0010       IFU C, [Y+0x10]
stressTest_6.dasm (line 6225):  [0x3434] 5077 1000       IFU X, [Y+0x1000]
stressTest_6.dasm (line 6226):  [0x3436] 5077 0010       IFU X, [Y+0x10]
stressTest_6.dasm (line 6227):  [0x3438] 5097 1000       IFU Y, [Y+0x1000]
stressTest_6.dasm (line 6228):  [0x343A] 5097 0010       IFU Y, [Y+0x10]
stressTest_6.dasm (line 6229):  [0x343C] 50B7 1000       IFU Z, [Y+0x1000]
stressTest_6.dasm (line 6230):  [0x343E] 50B7 0010       IFU Z, [Y+0x10]
stressTest_6.dasm (line 6231):  [0x3440] 50D7 1000       IFU I, [Y+0x1000]
stressTest_6.dasm (line 6232):  [0x3442] 50D7 0010       IFU I, [Y+0x10]
stressTest_6.dasm (line 6233):  [0x3444] 50F7 1000       IFU J, [Y+0x1000]
stressTest_6.dasm (line 6234):  [0x3446] 50F7 0010       IFU J, [Y+0x10]
stressTest_6.dasm (line 6235):  [0x3448] 5117 1000       IFU [A], [Y+0x1000]
stressTest_6.dasm (line 6236):  [0x344A] 5117 0010       IFU [A], [Y+0x10]
stressTest_6.dasm (line 6237):  [0x344C] 5137 1000       IFU [B], [Y+0x1000]
stressTest_6.dasm (line 6238):  [0x344E] 5137 0010       IFU [B], [Y+0x10]
stressTest_6.dasm (line 6239):  [0x3450] 5157 1000       IFU [C], [Y+0x1000]
stressTest_6.dasm (line 6240):  [0x3452] 5157 0010       IFU [C], [Y+0x10]
stressTest_6.dasm (line 6241):  [0x3454] 5177 1000       IFU [X], [Y+0x1000]
stressTest_6.dasm (line 6242):  [0x3456] 5177 0010       IFU [X], [Y+0x10]
stressTest_6.dasm (line 6243):  [0x3458] 5197 1000       IFU [Y], [Y+0x1000]
stressTest_6.dasm (line 6244):  [0x345A] 5197 0010       IFU [Y], [Y+0x10]
stressTest_6.dasm (line 6245):  [0x345C] 51B7 1000       IFU [Z], [Y+0x1000]
stressTest_6.dasm (line 6246):  [0x345E] 51B7 0010       IFU [Z], [Y+0x10]
stressTest_6.dasm (line 6247):  [0x3460] 51D7 1000       IFU [I], [Y+0x1000]
stressTest_6.dasm (line 6248):  [0x3462] 51D7 0010       IFU [I], [Y+0x10]
stressTest_6.dasm (line 6249):  [0x3464] 51F7 1000       IFU [J], [Y+0x1000]
stressTest_6.dasm (line 6250):  [0x3466] 51F7 0010       IFU [J], [Y+0x10]
stressTest_6.dasm (line 6251):  [0x3468] 5217 1000 1000  IFU [0x1000+A], [Y+0x1000]
stressTest_6.dasm (line 6252):  [0x346B] 5217 0010 0010  IFU [0x10+A], [Y+0x10]
stressTest_6.dasm (line 6253):  [0x346E] 5237 1000 1000  IFU [0x1000+B], [Y+0x1000]
stressTest_6.dasm (line 6254):  [0x3471] 5237 0010 0010  IFU [0x10+B], [Y+0x10]
stressTest_6.dasm (line 6255):  [0x3474] 5257 1000 1000  IFU [0x1000+C], [Y+0x1000]
stressTest_6.dasm (line 6256):  [0x3477] 5257 0010 0010  IFU [0x10+C], [Y+0x10]
stressTest_6.dasm (line 6257):  [0x347A] 5277 1000 1000  IFU [0x1000+X], [Y+0x1000]
stressTest_6.dasm (line 6258):  [0x347D] 5277 0010 0010  IFU [0x10+X], [Y+0x10]
stressTest_6.dasm (line 6259):  [0x3480] WARNING: Redundant statement.
stressTest_6.dasm (line 6259):  [0x3480] 5297 1000 1000  IFU [0x1000+Y], [Y+0x1000]
stressTest_6.dasm (line 6260):  [0x3483] WARNING: Redundant statement.
stressTest_6.dasm (line 6260):  [0x3483] 5297 0010 0010  IFU [0x10+Y], [Y+0x10]
stressTest_6.dasm (line 6261):  [0x3486] 52B7 1000 1000  IFU [0x1000+Z], [Y+0x1000]
stressTest_6.dasm (line 6262):  [0x3489] 52B7 0010 0010  IFU [0x10+Z], [Y+0x10]
stressTest_6.dasm (line 6263):  [0x348C] 52D7 1000 1000  IFU [0x1000+I], [Y+0x1000]
stressTest_6.dasm (line 6264):  [0x348F] 52D7 0010 0010  IFU [0x10+I], [Y+0x10]
stressTest_6.dasm (line 6265):  [0x3492] 52F7 1000 1000  IFU [0x1000+J], [Y+0x1000]
stressTest_6.dasm (line 6266):  [0x3495] 52F7 0010 0010  IFU [0x10+J], [Y+0x10]
stressTest_6.dasm (line 6267):  [0x3498] 5217 1000 1000  IFU [A+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6268):  [0x349B] 5217 0010 0010  IFU [A+0x10], [Y+0x10]
stressTest_6.dasm (line 6269):  [0x349E] 5237 1000 1000  IFU [B+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6270):  [0x34A1] 5237 0010 0010  IFU [B+0x10], [Y+0x10]
stressTest_6.dasm (line 6271):  [0x34A4] 5257 1000 1000  IFU [C+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6272):  [0x34A7] 5257 0010 0010  IFU [C+0x10], [Y+0x10]
stressTest_6.dasm (line 6273):  [0x34AA] 5277 1000 1000  IFU [X+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6274):  [0x34AD] 5277 0010 0010  IFU [X+0x10], [Y+0x10]
stressTest_6.dasm (line 6275):  [0x34B0] WARNING: Redundant statement.
stressTest_6.dasm (line 6275):  [0x34B0] 5297 1000 1000  IFU [Y+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6276):  [0x34B3] WARNING: Redundant statement.
stressTest_6.dasm (line 6276):  [0x34B3] 5297 0010 0010  IFU [Y+0x10], [Y+0x10]
stressTest_6.dasm (line 6277):  [0x34B6] 52B7 1000 1000  IFU [Z+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6278):  [0x34B9] 52B7 0010 0010  IFU [Z+0x10], [Y+0x10]
stressTest_6.dasm (line 6279):  [0x34BC] 52D7 1000 1000  IFU [I+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6280):  [0x34BF] 52D7 0010 0010  IFU [I+0x10], [Y+0x10]
stressTest_6.dasm (line 6281):  [0x34C2] 52F7 1000 1000  IFU [J+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6282):  [0x34C5] 52F7 0010 0010  IFU [J+0x10], [Y+0x10]
stressTest_6.dasm (line 6283):  [0x34C8] 5317 1000       IFU PUSH, [Y+0x1000]
stressTest_6.dasm (line 6284):  [0x34CA] 5317 0010       IFU PUSH, [Y+0x10]
stressTest_6.dasm (line 6285):  [0x34CC] 5337 1000       IFU [SP], [Y+0x1000]
stressTest_6.dasm (line 6286):  [0x34CE] 5337 0010       IFU [SP], [Y+0x10]
stressTest_6.dasm (line 6287):  [0x34D0] 5357 1000 1000  IFU [SP+0x1000], [Y+0x1000]
stressTest_6.dasm (line 6288):  [0x34D3] 5357 0010 0010  IFU [SP+0x10], [Y+0x10]
stressTest_6.dasm (line 6289):  [0x34D6] 5357 1000 1000  IFU PICK 0x1000, [Y+0x1000]
stressTest_6.dasm (line 6290):  [0x34D9] 5357 0010 0010  IFU PICK 0x10, [Y+0x10]
stressTest_6.dasm (line 6291):  [0x34DC] 5377 1000       IFU SP, [Y+0x1000]
stressTest_6.dasm (line 6292):  [0x34DE] 5377 0010       IFU SP, [Y+0x10]
stressTest_6.dasm (line 6293):  [0x34E0] 5397 1000       IFU PC, [Y+0x1000]
stressTest_6.dasm (line 6294):  [0x34E2] 5397 0010       IFU PC, [Y+0x10]
stressTest_6.dasm (line 6295):  [0x34E4] 53B7 1000       IFU EX, [Y+0x1000]
stressTest_6.dasm (line 6296):  [0x34E6] 53B7 0010       IFU EX, [Y+0x10]
stressTest_6.dasm (line 6297):  [0x34E8] 53D7 1000 1000  IFU [0x1000], [Y+0x1000]
stressTest_6.dasm (line 6298):  [0x34EB] 53D7 0010 0010  IFU [0x10], [Y+0x10]
stressTest_6.dasm (line 6299):  [0x34EE] 53F7 1000 1000  IFU 0x1000, [Y+0x1000]
stressTest_6.dasm (line 6300):  [0x34F1] 53F7 0010 0010  IFU 0x10, [Y+0x10]
stressTest_6.dasm (line 6301):  [0x34F4] 5417 1000       IFU A, [Z+0x1000]
stressTest_6.dasm (line 6302):  [0x34F6] 5417 0010       IFU A, [Z+0x10]
stressTest_6.dasm (line 6303):  [0x34F8] 5437 1000       IFU B, [Z+0x1000]
stressTest_6.dasm (line 6304):  [0x34FA] 5437 0010       IFU B, [Z+0x10]
stressTest_6.dasm (line 6305):  [0x34FC] 5457 1000       IFU C, [Z+0x1000]
stressTest_6.dasm (line 6306):  [0x34FE] 5457 0010       IFU C, [Z+0x10]
stressTest_6.dasm (line 6307):  [0x3500] 5477 1000       IFU X, [Z+0x1000]
stressTest_6.dasm (line 6308):  [0x3502] 5477 0010       IFU X, [Z+0x10]
stressTest_6.dasm (line 6309):  [0x3504] 5497 1000       IFU Y, [Z+0x1000]
stressTest_6.dasm (line 6310):  [0x3506] 5497 0010       IFU Y, [Z+0x10]
stressTest_6.dasm (line 6311):  [0x3508] 54B7 1000       IFU Z, [Z+0x1000]
stressTest_6.dasm (line 6312):  [0x350A] 54B7 0010       IFU Z, [Z+0x10]
stressTest_6.dasm (line 6313):  [0x350C] 54D7 1000       IFU I, [Z+0x1000]
stressTest_6.dasm (line 6314):  [0x350E] 54D7 0010       IFU I, [Z+0x10]
stressTest_6.dasm (line 6315):  [0x3510] 54F7 1000       IFU J, [Z+0x1000]
stressTest_6.dasm (line 6316):  [0x3512] 54F7 0010       IFU J, [Z+0x10]
stressTest_6.dasm (line 6317):  [0x3514] 5517 1000       IFU [A], [Z+0x1000]
stressTest_6.dasm (line 6318):  [0x3516] 5517 0010       IFU [A], [Z+0x10]
stressTest_6.dasm (line 6319):  [0x3518] 5537 1000       IFU [B], [Z+0x1000]
stressTest_6.dasm (line 6320):  [0x351A] 5537 0010       IFU [B], [Z+0x10]
stressTest_6.dasm (line 6321):  [0x351C] 5557 1000       IFU [C], [Z+0x1000]
stressTest_6.dasm (line 6322):  [0x351E] 5557 0010       IFU [C], [Z+0x10]
stressTest_6.dasm (line 6323):  [0x3520] 5577 1000       IFU [X], [Z+0x1000]
stressTest_6.dasm (line 6324):  [0x3522] 5577 0010       IFU [X], [Z+0x10]
stressTest_6.dasm (line 6325):  [0x3524] 5597 1000       IFU [Y], [Z+0x1000]
stressTest_6.dasm (line 6326):  [0x3526] 5597 0010       IFU [Y], [Z+0x10]
stressTest_6.dasm (line 6327):  [0x3528] 55B7 1000       IFU [Z], [Z+0x1000]
stressTest_6.dasm (line 6328):  [0x352A] 55B7 0010       IFU [Z], [Z+0x10]
stressTest_6.dasm (line 6329):  [0x352C] 55D7 1000       IFU [I], [Z+0x1000]
stressTest_6.dasm (line 6330):  [0x352E] 55D7 0010       IFU [I], [Z+0x10]
stressTest_6.dasm (line 6331):  [0x3530] 55F7 1000       IFU [J], [Z+0x1000]
stressTest_6.dasm (line 6332):  [0x3532] 55F7 0010       IFU [J], [Z+0x10]
stressTest_6.dasm (line 6333):  [0x3534] 5617 1000 1000  IFU [0x1000+A], [Z+0x1000]
stressTest_6.dasm (line 6334):  [0x3537] 5617 0010 0010  IFU [0x10+A], [Z+0x10]
stressTest_6.dasm (line 6335):  [0x353A] 5637 1000 1000  IFU [0x1000+B], [Z+0x1000]
stressTest_6.dasm (line 6336):  [0x353D] 5637 0010 0010  IFU [0x10+B], [Z+0x10]
stressTest_6.dasm (line 6337):  [0x3540] 5657 1000 1000  IFU [0x1000+C], [Z+0x1000]
stressTest_6.dasm (line 6338):  [0x3543] 5657 0010 0010  IFU [0x10+C], [Z+0x10]
stressTest_6.dasm (line 6339):  [0x3546] 5677 1000 1000  IFU [0x1000+X], [Z+0x1000]
stressTest_6.dasm (line 6340):  [0x3549] 5677 0010 0010  IFU [0x10+X], [Z+0x10]
stressTest_6.dasm (line 6341):  [0x354C] 5697 1000 1000  IFU [0x1000+Y], [Z+0x1000]
stressTest_6.dasm (line 6342):  [0x354F] 5697 0010 0010  IFU [0x10+Y], [Z+0x10]
stressTest_6.dasm (line 6343):  [0x3552] WARNING: Redundant statement.
stressTest_6.dasm (line 6343):  [0x3552] 56B7 1000 1000  IFU [0x1000+Z], [Z+0x1000]
stressTest_6.dasm (line 6344):  [0x3555] WARNING: Redundant statement.
stressTest_6.dasm (line 6344):  [0x3555] 56B7 0010 0010  IFU [0x10+Z], [Z+0x10]
stressTest_6.dasm (line 6345):  [0x3558] 56D7 1000 1000  IFU [0x1000+I], [Z+0x1000]
stressTest_6.dasm (line 6346):  [0x355B] 56D7 0010 0010  IFU [0x10+I], [Z+0x10]
stressTest_6.dasm (line 6347):  [0x355E] 56F7 1000 1000  IFU [0x1000+J], [Z+0x1000]
stressTest_6.dasm (line 6348):  [0x3561] 56F7 0010 0010  IFU [0x10+J], [Z+0x10]
stressTest_6.dasm (line 6349):  [0x3564] 5617 1000 1000  IFU [A+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6350):  [0x3567] 5617 0010 0010  IFU [A+0x10], [Z+0x10]
stressTest_6.dasm (line 6351):  [0x356A] 5637 1000 1000  IFU [B+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6352):  [0x356D] 5637 0010 0010  IFU [B+0x10], [Z+0x10]
stressTest_6.dasm (line 6353):  [0x3570] 5657 1000 1000  IFU [C+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6354):  [0x3573] 5657 0010 0010  IFU [C+0x10], [Z+0x10]
stressTest_6.dasm (line 6355):  [0x3576] 5677 1000 1000  IFU [X+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6356):  [0x3579] 5677 0010 0010  IFU [X+0x10], [Z+0x10]
stressTest_6.dasm (line 6357):  [0x357C] 5697 1000 1000  IFU [Y+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6358):  [0x357F] 5697 0010 0010  IFU [Y+0x10], [Z+0x10]
stressTest_6.dasm (line 6359):  [0x3582] WARNING: Redundant statement.
stressTest_6.dasm (line 6359):  [0x3582] 56B7 1000 1000  IFU [Z+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6360):  [0x3585] WARNING: Redundant statement.
stressTest_6.dasm (line 6360):  [0x3585] 56B7 0010 0010  IFU [Z+0x10], [Z+0x10]
stressTest_6.dasm (line 6361):  [0x3588] 56D7 1000 1000  IFU [I+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6362):  [0x358B] 56D7 0010 0010  IFU [I+0x10], [Z+0x10]
stressTest_6.dasm (line 6363):  [0x358E] 56F7 1000 1000  IFU [J+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6364):  [0x3591] 56F7 0010 0010  IFU [J+0x10], [Z+0x10]
stressTest_6.dasm (line 6365):  [0x3594] 5717 1000       IFU PUSH, [Z+0x1000]
stressTest_6.dasm (line 6366):  [0x3596] 5717 0010       IFU PUSH, [Z+0x10]
stressTest_6.dasm (line 6367):  [0x3598] 5737 1000       IFU [SP], [Z+0x1000]
stressTest_6.dasm (line 6368):  [0x359A] 5737 0010       IFU [SP], [Z+0x10]
stressTest_6.dasm (line 6369):  [0x359C] 5757 1000 1000  IFU [SP+0x1000], [Z+0x1000]
stressTest_6.dasm (line 6370):  [0x359F] 5757 0010 0010  IFU [SP+0x10], [Z+0x10]
stressTest_6.dasm (line 6371):  [0x35A2] 5757 1000 1000  IFU PICK 0x1000, [Z+0x1000]
stressTest_6.dasm (line 6372):  [0x35A5] 5757 0010 0010  IFU PICK 0x10, [Z+0x10]
stressTest_6.dasm (line 6373):  [0x35A8] 5777 1000       IFU SP, [Z+0x1000]
stressTest_6.dasm (line 6374):  [0x35AA] 5777 0010       IFU SP, [Z+0x10]
stressTest_6.dasm (line 6375):  [0x35AC] 5797 1000       IFU PC, [Z+0x1000]
stressTest_6.dasm (line 6376):  [0x35AE] 5797 0010       IFU PC, [Z+0x10]
stressTest_6.dasm (line 6377):  [0x35B0] 57B7 1000       IFU EX, [Z+0x1000]
stressTest_6.dasm (line 6378):  [0x35B2] 57B7 0010       IFU EX, [Z+0x10]
stressTest_6.dasm (line 6379):  [0x35B4] 57D7 1000 1000  IFU [0x1000], [Z+0x1000]
stressTest_6.dasm (line 6380):  [0x35B7] 57D7 0010 0010  IFU [0x10], [Z+0x10]
stressTest_6.dasm (line 6381):  [0x35BA] 57F7 1000 1000  IFU 0x1000, [Z+0x1000]
stressTest_6.dasm (line 6382):  [0x35BD] 57F7 0010 0010  IFU 0x10, [Z+0x10]
stressTest_6.dasm (line 6383):  [0x35C0] 5817 1000       IFU A, [I+0x1000]
stressTest_6.dasm (line 6384):  [0x35C2] 5817 0010       IFU A, [I+0x10]
stressTest_6.dasm (line 6385):  [0x35C4] 5837 1000       IFU B, [I+0x1000]
stressTest_6.dasm (line 6386):  [0x35C6] 5837 0010       IFU B, [I+0x10]
stressTest_6.dasm (line 6387):  [0x35C8] 5857 1000       IFU C, [I+0x1000]
stressTest_6.dasm (line 6388):  [0x35CA] 5857 0010       IFU C, [I+0x10]
stressTest_6.dasm (line 6389):  [0x35CC] 5877 1000       IFU X, [I+0x1000]
stressTest_6.dasm (line 6390):  [0x35CE] 5877 0010       IFU X, [I+0x10]
stressTest_6.dasm (line 6391):  [0x35D0] 5897 1000       IFU Y, [I+0x1000]
stressTest_6.dasm (line 6392):  [0x35D2] 5897 0010       IFU Y, [I+0x10]
stressTest_6.dasm (line 6393):  [0x35D4] 58B7 1000       IFU Z, [I+0x1000]
stressTest_6.dasm (line 6394):  [0x35D6] 58B7 0010       IFU Z, [I+0x10]
stressTest_6.dasm (line 6395):  [0x35D8] 58D7 1000       IFU I, [I+0x1000]
stressTest_6.dasm (line 6396):  [0x35DA] 58D7 0010       IFU I, [I+0x10]
stressTest_6.dasm (line 6397):  [0x35DC] 58F7 1000       IFU J, [I+0x1000]
stressTest_6.dasm (line 6398):  [0x35DE] 58F7 0010       IFU J, [I+0x10]
stressTest_6.dasm (line 6399):  [0x35E0] 5917 1000       IFU [A], [I+0x1000]
stressTest_6.dasm (line 6400):  [0x35E2] 5917 0010       IFU [A], [I+0x10]
stressTest_6.dasm (line 6401):  [0x35E4] 5937 1000       IFU [B], [I+0x1000]
stressTest_6.dasm (line 6402):  [0x35E6] 5937 0010       IFU [B], [I+0x10]
stressTest_6.dasm (line 6403):  [0x35E8] 5957 1000       IFU [C], [I+0x1000]
stressTest_6.dasm (line 6404):  [0x35EA] 5957 0010       IFU [C], [I+0x10]
stressTest_6.dasm (line 6405):  [0x35EC] 5977 1000       IFU [X], [I+0x1000]
stressTest_6.dasm (line 6406):  [0x35EE] 5977 0010       IFU [X], [I+0x10]
stressTest_6.dasm (line 6407):  [0x35F0] 5997 1000       IFU [Y], [I+0x1000]
stressTest_6.dasm (line 6408):  [0x35F2] 5997 0010       IFU [Y], [I+0x10]
stressTest_6.dasm (line 6409):  [0x35F4] 59B7 1000       IFU [Z], [I+0x1000]
stressTest_6.dasm (line 6410):  [0x35F6] 59B7 0010       IFU [Z], [I+0x10]
stressTest_6.dasm (line 6411):  [0x35F8] 59D7 1000       IFU [I], [I+0x1000]
stressTest_6.dasm (line 6412):  [0x35FA] 59D7 0010       IFU [I], [I+0x10]
stressTest_6.dasm (line 6413):  [0x35FC] 59F7 1000       IFU [J], [I+0x1000]
stressTest_6.dasm (line 6414):  [0x35FE] 59F7 0010       IFU [J], [I+0x10]
stressTest_6.dasm (line 6415):  [0x3600] 5A17 1000 1000  IFU [0x1000+A], [I+0x1000]
stressTest_6.dasm (line 6416):  [0x3603] 5A17 0010 0010  IFU [0x10+A], [I+0x10]
stressTest_6.dasm (line 6417):  [0x3606] 5A37 1000 1000  IFU [0x1000+B], [I+0x1000]
stressTest_6.dasm (line 6418):  [0x3609] 5A37 0010 0010  IFU [0x10+B], [I+0x10]
stressTest_6.dasm (line 6419):  [0x360C] 5A57 1000 1000  IFU [0x1000+C], [I+0x1000]
stressTest_6.dasm (line 6420):  [0x360F] 5A57 0010 0010  IFU [0x10+C], [I+0x10]
stressTest_6.dasm (line 6421):  [0x3612] 5A77 1000 1000  IFU [0x1000+X], [I+0x1000]
stressTest_6.dasm (line 6422):  [0x3615] 5A77 0010 0010  IFU [0x10+X], [I+0x10]
stressTest_6.dasm (line 6423):  [0x3618] 5A97 1000 1000  IFU [0x1000+Y], [I+0x1000]
stressTest_6.dasm (line 6424):  [0x361B] 5A97 0010 0010  IFU [0x10+Y], [I+0x10]
stressTest_6.dasm (line 6425):  [0x361E] 5AB7 1000 1000  IFU [0x1000+Z], [I+0x1000]
stressTest_6.dasm (line 6426):  [0x3621] 5AB7 0010 0010  IFU [0x10+Z], [I+0x10]
stressTest_6.dasm (line 6427):  [0x3624] WARNING: Redundant statement.
stressTest_6.dasm (line 6427):  [0x3624] 5AD7 1000 1000  IFU [0x1000+I], [I+0x1000]
stressTest_6.dasm (line 6428):  [0x3627] WARNING: Redundant statement.
stressTest_6.dasm (line 6428):  [0x3627] 5AD7 0010 0010  IFU [0x10+I], [I+0x10]
stressTest_6.dasm (line 6429):  [0x362A] 5AF7 1000 1000  IFU [0x1000+J], [I+0x1000]
stressTest_6.dasm (line 6430):  [0x362D] 5AF7 0010 0010  IFU [0x10+J], [I+0x10]
stressTest_6.dasm (line 6431):  [0x3630] 5A17 1000 1000  IFU [A+0x1000], [I+0x1000]
stressTest_6.dasm (line 6432):  [0x3633] 5A17 0010 0010  IFU [A+0x10], [I+0x10]
stressTest_6.dasm (line 6433):  [0x3636] 5A37 1000 1000  IFU [B+0x1000], [I+0x1000]
stressTest_6.dasm (line 6434):  [0x3639] 5A37 0010 0010  IFU [B+0x10], [I+0x10]
stressTest_6.dasm (line 6435):  [0x363C] 5A57 1000 1000  IFU [C+0x1000], [I+0x1000]
stressTest_6.dasm (line 6436):  [0x363F] 5A57 0010 0010  IFU [C+0x10], [I+0x10]
stressTest_6.dasm (line 6437):  [0x3642] 5A77 1000 1000  IFU [X+0x1000], [I+0x1000]
stressTest_6.dasm (line 6438):  [0x3645] 5A77 0010 0010  IFU [X+0x10], [I+0x10]
stressTest_6.dasm (line 6439):  [0x3648] 5A97 1000 1000  IFU [Y+0x1000], [I+0x1000]
stressTest_6.dasm (line 6440):  [0x364B] 5A97 0010 0010  IFU [Y+0x10], [I+0x10]
stressTest_6.dasm (line 6441):  [0x364E] 5AB7 1000 1000  IFU [Z+0x1000], [I+0x1000]
stressTest_6.dasm (line 6442):  [0x3651] 5AB7 0010 0010  IFU [Z+0x10], [I+0x10]
stressTest_6.dasm (line 6443):  [0x3654] WARNING: Redundant statement.
stressTest_6.dasm (line 6443):  [0x3654] 5AD7 1000 1000  IFU [I+0x1000], [I+0x1000]
stressTest_6.dasm (line 6444):  [0x3657] WARNING: Redundant statement.
stressTest_6.dasm (line 6444):  [0x3657] 5AD7 0010 0010  IFU [I+0x10], [I+0x10]
stressTest_6.dasm (line 6445):  [0x365A] 5AF7 1000 1000  IFU [J+0x1000], [I+0x1000]
stressTest_6.dasm (line 6446):  [0x365D] 5AF7 0010 0010  IFU [J+0x10], [I+0x10]
stressTest_6.dasm (line 6447):  [0x3660] 5B17 1000       IFU PUSH, [I+0x1000]
stressTest_6.dasm (line 6448):  [0x3662] 5B17 0010       IFU PUSH, [I+0x10]
stressTest_6.dasm (line 6449):  [0x3664] 5B37 1000       IFU [SP], [I+0x1000]
stressTest_6.dasm (line 6450):  [0x3666] 5B37 0010       IFU [SP], [I+0x10]
stressTest_6.dasm (line 6451):  [0x3668] 5B57 1000 1000  IFU [SP+0x1000], [I+0x1000]
stressTest_6.dasm (line 6452):  [0x366B] 5B57 0010 0010  IFU [SP+0x10], [I+0x10]
stressTest_6.dasm (line 6453):  [0x366E] 5B57 1000 1000  IFU PICK 0x1000, [I+0x1000]
stressTest_6.dasm (line 6454):  [0x3671] 5B57 0010 0010  IFU PICK 0x10, [I+0x10]
stressTest_6.dasm (line 6455):  [0x3674] 5B77 1000       IFU SP, [I+0x1000]
stressTest_6.dasm (line 6456):  [0x3676] 5B77 0010       IFU SP, [I+0x10]
stressTest_6.dasm (line 6457):  [0x3678] 5B97 1000       IFU PC, [I+0x1000]
stressTest_6.dasm (line 6458):  [0x367A] 5B97 0010       IFU PC, [I+0x10]
stressTest_6.dasm (line 6459):  [0x367C] 5BB7 1000       IFU EX, [I+0x1000]
stressTest_6.dasm (line 6460):  [0x367E] 5BB7 0010       IFU EX, [I+0x10]
stressTest_6.dasm (line 6461):  [0x3680] 5BD7 1000 1000  IFU [0x1000], [I+0x1000]
stressTest_6.dasm (line 6462):  [0x3683] 5BD7 0010 0010  IFU [0x10], [I+0x10]
stressTest_6.dasm (line 6463):  [0x3686] 5BF7 1000 1000  IFU 0x1000, [I+0x1000]
stressTest_6.dasm (line 6464):  [0x3689] 5BF7 0010 0010  IFU 0x10, [I+0x10]
stressTest_6.dasm (line 6465):  [0x368C] 5C17 1000       IFU A, [J+0x1000]
stressTest_6.dasm (line 6466):  [0x368E] 5C17 0010       IFU A, [J+0x10]
stressTest_6.dasm (line 6467):  [0x3690] 5C37 1000       IFU B, [J+0x1000]
stressTest_6.dasm (line 6468):  [0x3692] 5C37 0010       IFU B, [J+0x10]
